,Unnamed: 0,Route,Unnamed: 2,Conc,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Excipients
32,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,CIPROFLOXACIN (UNII: 5E8K9I0O4U) (CIPROFLOXACIN - UNII:5E8K9I0O4U),2 mg  in 1 mL,DEXTROSE MONOHYDRATE (UNII: LX22YL083G),50 mg  in 1 mL,"LACTIC ACID, UNSPECIFIED FORM (UNII: 33X04XA5AT)", ,WATER (UNII: 059QF0KO0R), ,HYDROCHLORIC ACID (UNII: QTT17582CB), ,,,,,,,,,,,,,100 mL in 1 BAG; Type 0: Not a Combination Product;,"dextrose monohydrate ,hydrochloric acid ,lactic acid, unspecified form ,water "
33,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,CIPROFLOXACIN (UNII: 5E8K9I0O4U) (CIPROFLOXACIN - UNII:5E8K9I0O4U),2 mg  in 1 mL,DEXTROSE MONOHYDRATE (UNII: LX22YL083G),50 mg  in 1 mL,"LACTIC ACID, UNSPECIFIED FORM (UNII: 33X04XA5AT)", ,WATER (UNII: 059QF0KO0R), ,HYDROCHLORIC ACID (UNII: QTT17582CB), ,,,,,,,,,,,,,200 mL in 1 BAG; Type 0: Not a Combination Product;,"dextrose monohydrate ,hydrochloric acid ,lactic acid, unspecified form ,water "
34,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,CIPROFLOXACIN (UNII: 5E8K9I0O4U) (CIPROFLOXACIN - UNII:5E8K9I0O4U),10 mg  in 1 mL,"LACTIC ACID, UNSPECIFIED FORM (UNII: 33X04XA5AT)", ,WATER (UNII: 059QF0KO0R), ,HYDROCHLORIC ACID (UNII: QTT17582CB), ,,,,,,,,,,,,,,,1 in 1 CARTON;20 mL in 1 VIAL; Type 0: Not a Combination Product;,"hydrochloric acid ,lactic acid, unspecified form ,water "
35,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,CIPROFLOXACIN (UNII: 5E8K9I0O4U) (CIPROFLOXACIN - UNII:5E8K9I0O4U),10 mg  in 1 mL,"LACTIC ACID, UNSPECIFIED FORM (UNII: 33X04XA5AT)", ,HYDROCHLORIC ACID (UNII: QTT17582CB), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,,,,,,,1 in 1 CARTON;40 mL in 1 VIAL; Type 0: Not a Combination Product;,"hydrochloric acid ,lactic acid, unspecified form ,water "
36,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,CIPROFLOXACIN (UNII: 5E8K9I0O4U) (CIPROFLOXACIN - UNII:5E8K9I0O4U),2 mg  in 1 mL,DEXTROSE MONOHYDRATE (UNII: LX22YL083G),50 mg  in 1 mL,"LACTIC ACID, UNSPECIFIED FORM (UNII: 33X04XA5AT)", ,HYDROCHLORIC ACID (UNII: QTT17582CB), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,,,,,100 mL in 1 BAG; Type 0: Not a Combination Product;,"dextrose monohydrate ,hydrochloric acid ,lactic acid, unspecified form ,water "
37,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,CIPROFLOXACIN (UNII: 5E8K9I0O4U) (CIPROFLOXACIN - UNII:5E8K9I0O4U),2 mg  in 1 mL,DEXTROSE MONOHYDRATE (UNII: LX22YL083G),50 mg  in 1 mL,"LACTIC ACID, UNSPECIFIED FORM (UNII: 33X04XA5AT)", ,WATER (UNII: 059QF0KO0R), ,HYDROCHLORIC ACID (UNII: QTT17582CB), ,,,,,,,,,,,,,200 mL in 1 BAG; Type 0: Not a Combination Product;,"dextrose monohydrate ,hydrochloric acid ,lactic acid, unspecified form ,water "
38,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,CIPROFLOXACIN (UNII: 5E8K9I0O4U) (CIPROFLOXACIN - UNII:5E8K9I0O4U),2 mg  in 1 mL,DEXTROSE MONOHYDRATE (UNII: LX22YL083G), ,"LACTIC ACID, UNSPECIFIED FORM (UNII: 33X04XA5AT)", ,HYDROCHLORIC ACID (UNII: QTT17582CB), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,,,,,24 in 1 CASE;1 in 1 POUCH;200 mL in 1 BAG; Type 0: Not a Combination Product;24 in 1 CASE;1 in 1 POUCH;100 mL in 1 BAG; Type 0: Not a Combination Product;,"dextrose monohydrate ,hydrochloric acid ,lactic acid, unspecified form ,water "
39,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,ciprofloxacin (UNII: 5E8K9I0O4U) (ciprofloxacin - UNII:5E8K9I0O4U),2 mg  in 1 mL,dextrose monohydrate (UNII: LX22YL083G), ,"lactic acid, unspecified form (UNII: 33X04XA5AT)", ,hydrochloric acid (UNII: QTT17582CB), ,water (UNII: 059QF0KO0R), ,,,,,,,,,,,,,24 in 1 CARTON;1 in 1 POUCH;100 mL in 1 BAG; Type 0: Not a Combination Product;24 in 1 CARTON;1 in 1 POUCH;200 mL in 1 BAG; Type 0: Not a Combination Product;,"dextrose monohydrate ,hydrochloric acid ,lactic acid, unspecified form ,water "
40,HUMAN PRESCRIPTION DRUG,AURICULAR (OTIC),CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),0.5 mg  in 0.25 mL,"POVIDONE, UNSPECIFIED (UNII: FZ989GH94E)", ,GLYCERIN (UNII: PDC6A3C0OX), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,,,,,,,14 in 1 CARTON;0.25 mL in 1 CONTAINER; Type 0: Not a Combination Product;,"glycerin ,povidone, unspecified ,water "
41,BULK INGREDIENT,NOT APPLICABLE,CIPROFLOXACIN (UNII: 5E8K9I0O4U) (CIPROFLOXACIN - UNII:5E8K9I0O4U),1 kg  in 1 kg,,,,,,,,,,,,,,,,,,,,,25 kg in 1 DRUM;,
42,HUMAN PRESCRIPTION DRUG,"OPHTHALMIC, TOPICAL",CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),3 mg  in 1 mL,BENZALKONIUM CHLORIDE (UNII: F5UM2KM3W7), ,ACETIC ACID (UNII: Q40Q9N063P), ,EDETATE DISODIUM (UNII: 7FLD91C86K), ,MANNITOL (UNII: 3OWL53L36A), ,SODIUM ACETATE (UNII: 4550K0SC9B), ,HYDROCHLORIC ACID (UNII: QTT17582CB), ,SODIUM HYDROXIDE (UNII: 55X04QC32I), ,,,,,,,"1 in 1 CARTON;5 mL in 1 BOTTLE, PLASTIC;1 in 1 CARTON;10 mL in 1 BOTTLE, PLASTIC;","acetic acid ,benzalkonium chloride ,edetate disodium ,hydrochloric acid ,mannitol ,sodium acetate ,sodium hydroxide "
43,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),3 mg  in 1 mL,SODIUM ACETATE ANHYDROUS (UNII: NVG71ZZ7P0), ,ACETIC ACID (UNII: Q40Q9N063P), ,MANNITOL (UNII: 3OWL53L36A), ,EDETATE DISODIUM (UNII: 7FLD91C86K), ,BENZALKONIUM CHLORIDE (UNII: F5UM2KM3W7), ,SODIUM HYDROXIDE (UNII: 55X04QC32I), ,HYDROCHLORIC ACID (UNII: QTT17582CB), ,,,,,,,"1 in 1 CARTON;2.5 mL in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;1 in 1 CARTON;5 mL in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;1 in 1 CARTON;10 mL in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","acetic acid ,benzalkonium chloride ,edetate disodium ,hydrochloric acid ,mannitol ,sodium acetate anhydrous ,sodium hydroxide "
44,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),3 mg  in 1 mL,SODIUM ACETATE ANHYDROUS (UNII: NVG71ZZ7P0), ,ACETIC ACID (UNII: Q40Q9N063P), ,MANNITOL (UNII: 3OWL53L36A), ,EDETATE DISODIUM (UNII: 7FLD91C86K), ,BENZALKONIUM CHLORIDE (UNII: F5UM2KM3W7), ,SODIUM HYDROXIDE (UNII: 55X04QC32I), ,HYDROCHLORIC ACID (UNII: QTT17582CB), ,,,,,,,"1 in 1 CARTON;2.5 mL in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;1 in 1 CARTON;5 mL in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;1 in 1 CARTON;10 mL in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","acetic acid ,benzalkonium chloride ,edetate disodium ,hydrochloric acid ,mannitol ,sodium acetate anhydrous ,sodium hydroxide "
45,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,100 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose, unspecified ,magnesium stearate ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
46,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose, unspecified ,magnesium stearate ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
47,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSPOVIDONE (UNII: 2S7830E561), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,WATER (UNII: 059QF0KO0R), ,,,100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,crospovidone ,hypromelloses ,magnesium stearate ,silicon dioxide ,starch, corn ,titanium dioxide "
48,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSPOVIDONE (UNII: 2S7830E561), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,WATER (UNII: 059QF0KO0R), ,,,100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,crospovidone ,hypromelloses ,magnesium stearate ,silicon dioxide ,starch, corn ,titanium dioxide "
49,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),750 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSPOVIDONE (UNII: 2S7830E561), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,WATER (UNII: 059QF0KO0R), ,,,100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,crospovidone ,hypromelloses ,magnesium stearate ,silicon dioxide ,starch, corn ,titanium dioxide "
50,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,CROSPOVIDONE (UNII: 2S7830E561), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,"POLYVINYL ALCOHOL, UNSPECIFIED (UNII: 532B59J990)", ,WATER (UNII: 059QF0KO0R), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"100 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","crospovidone ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol, unspecified ,polyvinyl alcohol, unspecified ,starch, corn ,water "
51,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,CROSPOVIDONE (UNII: 2S7830E561), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,"POLYVINYL ALCOHOL, UNSPECIFIED (UNII: 532B59J990)", ,WATER (UNII: 059QF0KO0R), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"100 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","crospovidone ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol, unspecified ,polyvinyl alcohol, unspecified ,starch, corn ,water "
52,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),750 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,CROSPOVIDONE (UNII: 2S7830E561), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,"POLYVINYL ALCOHOL, UNSPECIFIED (UNII: 532B59J990)", ,WATER (UNII: 059QF0KO0R), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"50 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","crospovidone ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol, unspecified ,polyvinyl alcohol, unspecified ,starch, corn ,water "
53,HUMAN PRESCRIPTION DRUG,ORAL,Ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (Ciprofloxacin - UNII:5E8K9I0O4U),100 mg,silicon dioxide (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,magnesium stearate (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,polyethylene glycol 400 (UNII: B697894SGQ), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,titanium dioxide (UNII: 15FIX9V2JP), ,,,,,6 in 1 PACKAGE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose 2910  ,sodium starch glycolate type a potato ,starch, corn ,magnesium stearate ,polyethylene glycol 400 ,silicon dioxide "
54,HUMAN PRESCRIPTION DRUG,ORAL,Ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),250 mg,silicon dioxide (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,magnesium stearate (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,polyethylene glycol 400 (UNII: B697894SGQ), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,titanium dioxide (UNII: 15FIX9V2JP), ,,,,,50 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOX;10 in 1 DOSE PACK; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose 2910  ,sodium starch glycolate type a potato ,starch, corn ,magnesium stearate ,polyethylene glycol 400 ,silicon dioxide "
55,HUMAN PRESCRIPTION DRUG,ORAL,Ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (Ciprofloxacin - UNII:5E8K9I0O4U),500 mg,silicon dioxide (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,magnesium stearate (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,polyethylene glycol 400 (UNII: B697894SGQ), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,titanium dioxide (UNII: 15FIX9V2JP), ,,,,,50 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOX;10 in 1 DOSE PACK; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose 2910  ,sodium starch glycolate type a potato ,starch, corn ,magnesium stearate ,polyethylene glycol 400 ,silicon dioxide "
56,HUMAN PRESCRIPTION DRUG,ORAL,Ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),750 mg,silicon dioxide (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,magnesium stearate (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,polyethylene glycol 400 (UNII: B697894SGQ), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,titanium dioxide (UNII: 15FIX9V2JP), ,,,,,50 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOX;10 in 1 DOSE PACK; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose 2910  ,sodium starch glycolate type a potato ,starch, corn ,magnesium stearate ,polyethylene glycol 400 ,silicon dioxide "
57,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,CROSPOVIDONE (15 MPA.S AT 5%) (UNII: 68401960MK), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,POLYDEXTROSE (UNII: VH2XOU12IE), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,TRIACETIN (UNII: XHX3C3X673), ,"100 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","crospovidone  ,hypromellose, unspecified ,magnesium stearate ,microcrystalline cellulose ,polydextrose ,silicon dioxide ,starch, corn "
58,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,POLYETHYLENE GLYCOLS (UNII: 3WJQ0SDW1A), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,14 in 1 BOTTLE;100 in 1 BOTTLE;500 in 1 BOTTLE;100 in 1 BLISTER PACK;,"cellulose, microcrystalline ,hypromelloses ,magnesium stearate ,polyethylene glycols ,silicon dioxide ,starch, corn ,talc "
59,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,POLYETHYLENE GLYCOLS (UNII: 3WJQ0SDW1A), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,14 in 1 BOTTLE;100 in 1 BOTTLE;500 in 1 BOTTLE;100 in 1 BLISTER PACK;,"cellulose, microcrystalline ,hypromelloses ,magnesium stearate ,polyethylene glycols ,silicon dioxide ,starch, corn ,talc "
60,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),750 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,POLYETHYLENE GLYCOLS (UNII: 3WJQ0SDW1A), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,14 in 1 BOTTLE;50 in 1 BOTTLE;100 in 1 BOTTLE;500 in 1 BOTTLE;100 in 1 BLISTER PACK;,"cellulose, microcrystalline ,hypromelloses ,magnesium stearate ,polyethylene glycols ,silicon dioxide ,starch, corn ,talc "
61,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),250 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSPOVIDONE (UNII: 68401960MK), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,WATER (UNII: 059QF0KO0R), ,,,50 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,crospovidone ,hypromelloses ,magnesium stearate ,silicon dioxide ,starch, corn ,titanium dioxide "
62,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSPOVIDONE (UNII: 68401960MK), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,WATER (UNII: 059QF0KO0R), ,,,50 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,crospovidone ,hypromelloses ,magnesium stearate ,silicon dioxide ,starch, corn ,titanium dioxide "
